Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN35406,2,0,2,5,Meal Plan 1,0,Room_Type 1,8,2017,10,31,Online,0,0,0,75.81,1,0
INN08380,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,0,0,0,95.88,1,0
INN19710,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,10,7,Offline,0,0,0,70.0,0,0
INN22188,2,0,1,5,Meal Plan 1,0,Room_Type 4,28,2018,10,3,Online,0,0,0,137.2,1,0
INN15815,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,0
INN09696,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,0
INN15315,2,0,0,3,Not Selected,0,Room_Type 1,80,2018,4,12,Online,0,0,0,85.5,1,1
INN04317,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,0
INN04675,2,0,2,2,Meal Plan 1,0,Room_Type 1,141,2018,5,15,Online,0,0,0,104.55,2,0
INN14640,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,1
INN08969,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,0
INN09983,3,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,95.0,0,0
INN23442,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,1
INN16713,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,12,13,Corporate,1,1,5,67.0,1,0
INN21067,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0,0
INN32806,2,0,1,5,Meal Plan 1,0,Room_Type 1,156,2018,8,8,Offline,0,0,0,72.25,0,0
INN11184,2,0,1,1,Meal Plan 1,0,Room_Type 2,31,2018,3,14,Online,0,0,0,81.9,1,0
INN27475,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,1
INN04765,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,0
INN16877,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,1
INN21684,2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,26,Online,0,0,0,99.45,0,1
INN11518,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,7,Online,0,0,0,110.71,0,0
INN28326,2,0,2,2,Meal Plan 1,0,Room_Type 5,115,2018,12,23,Online,0,0,0,91.12,0,0
INN19415,2,0,0,1,Meal Plan 1,0,Room_Type 4,69,2018,9,17,Online,0,0,0,149.4,0,1
INN11042,2,0,0,1,Meal Plan 1,0,Room_Type 1,162,2018,8,27,Online,0,0,0,96.3,0,1
INN24422,2,0,1,2,Meal Plan 2,0,Room_Type 1,107,2018,11,4,Online,0,0,0,124.2,1,1
INN00825,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,0
INN18434,1,0,0,3,Not Selected,0,Room_Type 1,138,2018,11,30,Online,0,0,0,82.2,2,0
INN12444,2,0,0,1,Meal Plan 1,0,Room_Type 4,35,2017,12,26,Online,0,0,0,97.0,1,0
INN29538,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,1
INN03276,3,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,4,30,Online,0,0,0,168.3,0,1
INN17997,2,0,0,4,Not Selected,0,Room_Type 1,12,2017,9,22,Online,0,0,0,164.0,1,0
INN01754,2,0,1,3,Not Selected,0,Room_Type 1,220,2018,10,20,Online,0,0,0,80.75,1,0
INN30678,1,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,1,10,Corporate,0,0,0,66.0,0,0
INN14326,2,0,2,5,Meal Plan 1,0,Room_Type 4,76,2018,7,1,Offline,0,0,0,82.45,0,0
INN28448,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,2,26,Online,0,0,0,67.5,0,1
INN22859,2,0,1,2,Meal Plan 1,0,Room_Type 4,69,2018,4,22,Online,0,0,0,118.8,1,0
INN17836,2,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,78.0,1,0
INN04877,2,0,0,2,Meal Plan 1,0,Room_Type 4,82,2018,5,17,Online,0,0,0,149.4,0,0
INN17898,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,75.0,0,0
INN19060,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,1
INN26152,2,0,0,2,Meal Plan 1,0,Room_Type 1,49,2018,1,15,Online,0,0,0,69.22,1,0
INN09718,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,12,14,Corporate,0,0,0,79.0,0,0
INN06609,3,0,0,2,Meal Plan 2,0,Room_Type 4,0,2018,6,9,Online,0,0,0,157.0,1,0
INN05090,3,0,1,3,Meal Plan 1,0,Room_Type 4,237,2018,10,13,Online,0,0,0,134.73,0,1
INN31616,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,1
INN27238,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,4,6,Corporate,0,0,0,104.0,0,0
INN02257,2,0,2,7,Not Selected,0,Room_Type 1,120,2018,5,31,Online,0,0,0,109.65,1,1
INN01745,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,23,Corporate,1,0,1,65.0,0,0
INN16255,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,0
INN20562,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,91.0,0,0
INN21247,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0,0
INN26526,2,1,0,1,Meal Plan 1,0,Room_Type 1,62,2018,5,7,Online,0,0,0,143.1,0,1
INN16043,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,1
INN17196,2,1,2,2,Meal Plan 1,0,Room_Type 4,242,2018,10,28,Online,0,0,0,95.13,1,0
INN00869,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,13,Corporate,1,0,2,67.0,1,0
INN23318,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,10,2,Online,0,0,0,140.0,0,1
INN36194,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,0
INN15937,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,0
INN08079,1,0,0,2,Not Selected,0,Room_Type 1,30,2018,11,16,Online,0,0,0,82.0,0,0
INN15214,3,0,2,1,Meal Plan 1,0,Room_Type 4,40,2018,3,27,Online,0,0,0,139.87,1,1
INN30123,2,0,0,2,Meal Plan 1,0,Room_Type 1,196,2018,10,27,Online,0,0,0,96.3,0,1
INN03281,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,94.0,0,0
INN35203,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,8,20,Online,0,0,0,106.0,1,0
INN24134,2,0,0,3,Meal Plan 1,0,Room_Type 4,149,2018,6,9,Online,0,0,0,129.0,0,1
INN08786,3,0,0,1,Meal Plan 1,0,Room_Type 4,186,2018,11,3,Online,0,0,0,123.3,0,1
INN07141,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,120.0,0,1
INN16040,2,0,2,1,Meal Plan 1,0,Room_Type 1,197,2018,10,8,Online,0,0,0,108.9,0,1
INN26768,2,0,2,5,Meal Plan 1,0,Room_Type 4,59,2018,3,29,Online,0,0,0,101.27,2,0
INN13607,2,0,2,4,Not Selected,0,Room_Type 1,11,2018,11,3,Online,0,0,0,96.41,1,0
INN19051,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,1
INN13698,2,0,1,3,Not Selected,0,Room_Type 1,72,2018,4,4,Online,0,0,0,61.21,1,0
INN22374,2,0,2,5,Meal Plan 1,0,Room_Type 2,34,2018,1,31,Online,0,0,0,71.52,0,0
INN30331,2,0,0,2,Not Selected,0,Room_Type 1,8,2018,2,26,Online,0,0,0,81.0,1,0
INN29640,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,1
INN03525,1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,4,15,Online,0,0,0,90.9,0,0
INN09982,2,0,2,2,Meal Plan 1,0,Room_Type 4,110,2018,7,22,Online,0,0,0,121.05,0,0
INN34150,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87.0,0,0
INN14342,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,1
INN34908,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2017,9,9,Corporate,0,0,0,90.0,0,0
INN05080,2,0,2,8,Not Selected,0,Room_Type 1,24,2018,12,15,Online,0,0,0,74.8,1,0
INN22292,1,0,1,0,Meal Plan 1,1,Room_Type 1,7,2018,3,21,Aviation,0,0,0,88.0,0,0
INN02559,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2018,8,5,Online,0,0,0,105.3,3,0
INN32278,2,0,2,0,Meal Plan 1,0,Room_Type 1,68,2018,12,4,Offline,0,0,0,75.0,0,0
INN26843,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2018,5,4,Online,0,0,0,110.1,1,0
INN01774,2,0,0,4,Meal Plan 1,0,Room_Type 1,125,2018,9,7,Online,0,0,0,136.0,2,0
INN23506,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,13,Online,0,0,0,101.0,0,0
INN21871,3,0,0,4,Meal Plan 1,0,Room_Type 4,19,2018,7,5,Online,0,0,0,187.0,0,0
INN19799,2,0,2,4,Meal Plan 1,0,Room_Type 1,195,2018,12,4,Offline,0,0,0,72.0,0,0
INN35748,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,7,8,Offline,0,0,0,81.25,2,0
INN08521,2,0,1,3,Meal Plan 1,0,Room_Type 2,63,2018,2,15,Online,0,0,0,65.66,1,0
INN30266,2,0,2,4,Meal Plan 1,0,Room_Type 4,23,2018,12,30,Online,0,0,0,115.9,2,0
INN08668,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2018,5,24,Online,0,0,0,141.0,0,1
INN07320,2,0,0,1,Meal Plan 1,0,Room_Type 1,68,2018,5,19,Online,0,0,0,97.71,1,0
INN21679,3,0,0,1,Meal Plan 1,0,Room_Type 1,31,2017,12,22,Online,0,0,0,109.8,1,0
INN04474,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2018,3,24,Online,0,0,0,126.45,0,0
INN32926,2,0,1,3,Not Selected,0,Room_Type 1,57,2018,12,5,Online,0,0,0,74.8,1,0
INN25661,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,2,7,Online,0,0,0,79.0,0,0
INN28696,1,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,70.0,0,0
INN22620,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,0
INN29764,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112.0,0,0
INN15749,2,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,12,30,Online,0,0,0,147.0,1,0
INN09936,2,0,0,3,Meal Plan 1,0,Room_Type 4,67,2018,9,7,Online,0,0,0,114.34,1,0
INN07275,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107.0,0,1
INN26270,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,1
INN34447,2,0,2,3,Meal Plan 1,0,Room_Type 1,54,2018,6,17,Online,0,0,0,116.1,1,0
INN02017,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2017,11,10,Online,0,0,0,107.0,3,0
INN11710,2,0,1,4,Meal Plan 1,0,Room_Type 1,87,2018,3,30,Online,0,0,0,82.45,1,0
INN29340,1,0,2,1,Meal Plan 1,0,Room_Type 4,30,2018,6,19,Online,0,0,0,122.4,0,1
INN01608,2,0,1,3,Meal Plan 1,0,Room_Type 1,78,2018,12,29,Offline,0,0,0,169.91,1,0
INN35919,1,0,1,3,Meal Plan 1,0,Room_Type 1,130,2018,8,22,Online,0,0,0,97.65,1,1
INN03606,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,0
INN16400,2,0,0,4,Not Selected,0,Room_Type 1,29,2018,3,2,Online,0,0,0,73.08,0,1
INN17943,3,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,7,6,Online,0,0,0,189.5,0,0
INN09453,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,5,4,Corporate,1,0,5,67.0,0,0
INN04605,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,4,Online,0,0,0,118.0,0,0
INN11589,2,0,0,1,Meal Plan 1,0,Room_Type 2,217,2017,8,7,Online,0,0,0,76.5,3,0
INN06148,2,2,2,3,Not Selected,0,Room_Type 6,1,2017,8,9,Online,0,0,0,153.0,1,0
INN15661,2,0,2,0,Meal Plan 1,0,Room_Type 1,18,2017,12,6,Online,0,0,0,107.0,0,0
INN25846,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,7,9,Online,0,0,0,145.35,2,0
INN33134,2,0,2,2,Not Selected,0,Room_Type 1,65,2018,3,13,Online,0,0,0,63.75,0,0
INN13444,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,12,Corporate,0,0,0,65.0,0,0
INN30973,3,0,2,3,Meal Plan 1,0,Room_Type 1,65,2018,3,20,Offline,0,0,0,124.0,1,0
INN05444,3,0,2,5,Meal Plan 1,0,Room_Type 4,123,2018,10,21,Online,0,0,0,139.24,0,0
INN00132,1,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,10,17,Online,0,0,0,129.0,2,0
INN36181,2,1,1,0,Meal Plan 1,0,Room_Type 1,1,2018,4,24,Online,0,0,0,149.0,0,1
INN04644,2,0,0,4,Meal Plan 1,0,Room_Type 4,67,2018,10,19,Online,0,0,0,117.6,0,1
INN24165,2,0,1,0,Meal Plan 1,0,Room_Type 1,9,2018,4,17,Online,0,0,0,101.0,0,1
INN00498,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Online,0,0,0,95.0,1,0
INN10529,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80.0,0,1
INN03665,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115.0,1,1
INN04827,2,0,2,1,Meal Plan 1,0,Room_Type 1,76,2018,6,19,Online,0,0,0,126.9,2,0
INN24469,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,2018,9,16,Offline,0,0,0,100.0,0,1
INN25890,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,1
INN13403,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,1
INN13462,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2018,11,8,Corporate,1,0,2,94.0,0,0
INN25067,2,0,0,1,Not Selected,0,Room_Type 1,81,2018,5,19,Online,0,0,0,116.1,0,1
INN35511,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,2,13,Online,0,0,0,106.0,0,0
INN19208,2,0,0,2,Not Selected,0,Room_Type 1,211,2018,11,18,Online,0,0,0,67.5,1,1
INN28826,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,12,30,Online,0,0,0,138.0,2,0
INN09396,3,0,2,2,Meal Plan 1,0,Room_Type 4,54,2018,1,10,Online,0,0,0,95.19,1,0
INN27355,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,2,11,Online,0,0,0,85.0,0,1
INN12448,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,0
INN10253,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,1
INN10519,3,0,1,1,Meal Plan 2,0,Room_Type 4,193,2018,8,22,Online,0,0,0,189.0,1,1
INN21424,2,0,0,2,Meal Plan 1,0,Room_Type 4,111,2018,8,11,Online,0,0,0,127.8,1,0
INN23210,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,2,0
INN07174,2,0,1,3,Meal Plan 1,0,Room_Type 1,72,2018,3,24,Offline,0,0,0,62.38,0,0
INN26897,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,0
INN25657,2,0,0,3,Meal Plan 1,1,Room_Type 1,37,2018,3,24,Online,0,0,0,126.6,1,0
INN24003,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,0
INN00764,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,0
INN33436,2,0,1,1,Meal Plan 1,0,Room_Type 1,135,2018,11,5,Online,0,0,0,90.0,2,0
INN22309,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108.0,0,1
INN25156,2,0,1,2,Not Selected,0,Room_Type 1,49,2018,11,21,Online,0,0,0,79.2,1,1
INN31477,2,0,2,1,Not Selected,0,Room_Type 1,76,2018,12,3,Online,0,0,0,79.2,1,0
INN05067,2,0,1,1,Meal Plan 1,0,Room_Type 1,115,2018,5,16,Online,0,0,0,114.3,1,0
INN06841,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,5,7,Online,0,0,0,126.9,0,0
INN32584,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,2,Corporate,0,0,0,159.0,0,0
INN12732,2,2,2,3,Meal Plan 1,0,Room_Type 6,18,2018,1,15,Online,0,0,0,169.0,0,0
INN19154,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,11,28,Online,0,0,0,54.31,0,0
INN01954,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,7,5,Corporate,0,0,0,84.0,0,0
INN13588,3,0,2,5,Meal Plan 2,0,Room_Type 4,96,2018,7,16,Online,0,0,0,191.57,2,0
INN28213,2,0,1,2,Meal Plan 1,0,Room_Type 1,43,2018,11,11,Online,0,0,0,79.46,1,0
INN07836,2,0,2,3,Meal Plan 1,0,Room_Type 1,42,2018,2,18,Online,0,0,0,73.56,0,1
INN32092,2,0,0,4,Meal Plan 1,0,Room_Type 1,123,2018,5,4,Online,0,0,0,71.6,0,0
INN21051,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,Online,0,0,0,156.0,0,0
INN08508,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,10,21,Offline,0,0,0,80.75,2,0
INN27396,2,0,2,2,Meal Plan 1,0,Room_Type 1,136,2018,7,2,Online,0,0,0,93.08,0,1
INN20505,2,0,0,3,Meal Plan 1,0,Room_Type 4,56,2018,6,1,Online,0,0,0,140.4,1,0
INN06413,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,119.0,0,0
INN15665,2,0,0,3,Meal Plan 1,0,Room_Type 1,186,2018,11,24,Online,0,0,0,64.56,0,1
INN09760,1,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,0
INN14818,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,2018,5,5,Online,0,0,0,105.3,0,0
INN14279,2,1,2,2,Meal Plan 1,0,Room_Type 1,65,2018,9,2,Online,0,0,0,114.3,3,0
INN35174,2,0,2,2,Meal Plan 1,0,Room_Type 4,36,2018,10,9,Online,0,0,0,153.0,2,0
INN28679,2,0,2,2,Meal Plan 1,0,Room_Type 2,109,2018,4,16,Online,0,0,0,75.76,0,0
INN16990,2,2,0,2,Meal Plan 1,0,Room_Type 6,104,2018,4,27,Online,0,0,0,186.3,2,0
INN00016,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115.0,1,1
INN21250,1,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,70.0,0,0
INN36225,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75.0,0,1
INN13872,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,10,Online,0,0,0,79.0,0,0
INN22151,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,1
INN19434,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,90.0,0,1
INN03953,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2018,2,20,Online,0,0,0,109.0,2,0
INN00310,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,8,1,Online,0,0,0,135.9,0,1
INN09676,1,0,0,5,Meal Plan 1,0,Room_Type 1,74,2018,3,29,Online,0,0,0,72.25,0,1
INN33494,2,0,1,0,Not Selected,0,Room_Type 1,10,2018,8,8,Online,0,0,0,139.0,1,1
INN24020,2,0,0,1,Meal Plan 1,0,Room_Type 4,19,2018,12,30,Online,0,0,0,148.0,0,0
INN14229,3,0,2,1,Meal Plan 1,0,Room_Type 4,108,2018,7,24,Online,0,0,0,137.7,0,1
INN17534,2,0,2,1,Meal Plan 1,0,Room_Type 1,70,2018,3,12,Online,0,0,0,78.3,0,1
INN02518,2,0,2,4,Meal Plan 1,0,Room_Type 1,46,2018,3,18,Online,0,0,0,63.58,0,1
INN20618,2,0,0,2,Meal Plan 1,0,Room_Type 4,88,2018,11,18,Online,0,0,0,102.6,1,1
INN35041,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,1
INN02129,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,2,10,Corporate,1,2,19,66.0,1,0
INN17087,2,0,0,2,Meal Plan 1,1,Room_Type 1,1,2018,10,21,Online,0,0,0,149.0,0,0
INN29009,2,0,1,0,Not Selected,0,Room_Type 1,33,2018,6,27,Online,0,0,0,89.1,1,0
INN04867,2,0,2,5,Meal Plan 1,0,Room_Type 1,198,2018,9,27,Online,0,0,0,112.56,1,1
INN33229,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,4,12,Offline,0,0,0,90.0,0,0
INN20227,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,2018,6,19,Offline,0,0,0,95.0,0,0
INN00723,2,0,2,2,Not Selected,0,Room_Type 1,4,2018,2,5,Online,0,0,0,81.0,0,1
INN32963,2,0,2,3,Meal Plan 1,0,Room_Type 4,121,2018,8,18,Online,0,0,0,120.6,1,0
INN01112,2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2018,3,8,Online,0,0,0,105.0,1,0
INN33735,2,0,2,3,Meal Plan 1,0,Room_Type 4,49,2018,5,13,Online,0,0,0,140.4,1,0
INN10097,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,0
INN17334,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,0
INN00638,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,0
INN18791,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,12,24,Online,0,0,0,71.69,1,0
INN24299,2,0,2,7,Meal Plan 2,0,Room_Type 4,17,2018,12,9,Offline,0,0,0,108.2,0,0
INN25283,2,0,1,0,Meal Plan 1,0,Room_Type 1,139,2018,6,13,Online,0,0,0,126.9,0,0
INN08889,1,0,0,2,Meal Plan 1,0,Room_Type 1,228,2018,8,10,Online,0,0,0,90.9,1,1
INN09815,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,2018,7,20,Online,0,0,0,206.0,0,1
INN02229,2,1,1,2,Meal Plan 1,0,Room_Type 1,49,2018,8,15,Online,0,0,0,152.1,0,1
INN07381,2,2,0,3,Meal Plan 1,0,Room_Type 6,0,2017,8,27,Online,0,0,0,161.33,0,1
INN25623,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2017,8,12,Online,0,0,0,98.0,2,0
INN31155,1,0,2,1,Meal Plan 1,0,Room_Type 1,34,2017,10,25,Corporate,0,0,0,65.0,0,0
INN25737,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,26,Online,0,0,0,79.0,1,0
INN21997,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,1
INN32621,2,0,2,1,Meal Plan 1,0,Room_Type 2,10,2017,12,26,Online,0,0,0,83.58,0,0
INN07880,2,2,2,1,Meal Plan 1,0,Room_Type 6,89,2018,4,9,Online,0,0,0,162.3,0,0
INN15348,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,1
INN16455,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,0
INN07879,1,0,2,0,Not Selected,0,Room_Type 1,13,2018,9,11,Online,0,0,0,99.0,1,0
INN16039,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,0
INN24707,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,0
INN22153,2,0,1,2,Not Selected,0,Room_Type 1,127,2018,11,25,Online,0,0,0,79.2,1,0
INN17563,2,0,1,2,Meal Plan 1,0,Room_Type 4,39,2017,10,30,Offline,0,0,0,60.0,0,0
INN04211,2,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,12,18,Online,0,0,0,74.88,1,0
INN28435,2,0,0,3,Meal Plan 1,0,Room_Type 1,149,2018,7,20,Online,0,0,0,105.9,0,1
INN35946,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,4,11,Online,0,0,0,108.5,1,0
INN28290,2,0,0,3,Meal Plan 1,0,Room_Type 1,39,2018,2,10,Online,0,0,0,57.28,1,0
INN07378,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2017,9,28,Corporate,1,0,1,65.0,0,0
INN02011,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,0
INN32739,2,1,0,1,Meal Plan 1,0,Room_Type 1,44,2017,10,31,Online,0,0,0,113.8,3,0
INN34639,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,2,29,Corporate,1,0,1,66.0,0,0
INN29176,2,0,1,5,Meal Plan 2,0,Room_Type 6,98,2018,10,24,Online,0,0,0,89.5,2,0
INN10191,2,2,1,3,Meal Plan 1,0,Room_Type 6,85,2018,9,22,Online,0,0,0,220.73,0,1
INN29405,3,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,3,22,Offline,0,0,0,82.0,1,0
